GTIN,BARCODE,RMS_CODE,DESCRIPTION,CONCEPT_GROUP,BRAND,RETURN_POLICY,SUPPLIER_NAME,ALSHAYA_CODE,RETURNABLE
,,335529329,VIDAMAX ENCOLLAGEN DRINKABLE SHOTS 50ML 10S,VITAMINS/MINERALS/SUPPLEMENTS,VIDAMAX,NO RETURN / NO REPLACEMENT,AD PORT,,
,,220062320,APROPOS EAR DROPS 20 ML,EYE/EAR CARE,APROPOS,NO RETURN / NO REPLACEMENT,ADVANCIES,,
,,220054804,APROPOS NASAL SPRAY 25 ML,GSL,APROPOS,NO RETURN / NO REPLACEMENT,ADVANCIES,,
,,220075473,APROPOS THROAT SPRAY ADULT,GSL,APROPOS,NO RETURN / NO REPLACEMENT,ADVANCIES,,
,,220050512,APROPOS THROAT SPRAYCHILD 25ML,CHILDRENS HEALTH,APROPOS,NO RETURN / NO REPLACEMENT,ADVANCIES,,
,,220214250,COSRX ADVANCED SNAIL96 PWR ESSENCE100ML,SKINCARE,COSRX,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,220214357,COSRX LOW PH GOOD MORNING CLEANSER 150ML,SKINCARE,COSRX,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,220214523,COSRX AHA/BHA CLARIFY TONER 150ML,SKINCARE,COSRX,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,220214539,COSRX ADVANCED SNAIL92 CREAM 100GM,SKINCARE,COSRX,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,220214613,COSRX ALOE SOOTHNG SUN CREAM SPF50 50ML,SKINCARE,COSRX,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,220214954,COSRX SALICYLIC GENTLE CLEANSER 150ML,SKINCARE,COSRX,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,341889605,ANUA AZELAIC HYALURON SOOTHING SERUM 30ML,SKINCARE,ANUA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,335919721,BEAUTY OF JOSEON GLOW DEEP SERUM : RICE +ALPHA-ARBUTIN,SKINCARE,BEAUTY OF JOSEON,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,341884669,DR. ALTHEA PURE GRINDING CLEANSING BALM 50ML,SKINCARE,DR ALTHEA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,341860048,DR. ALTHEA OASIS SOOTHING MASK (5EA),SKINCARE,DR ALTHEA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,335890124,ANUA HEART LEAF PORE CONTROL CLEANSING OIL 200ML,SKINCARE,ANUA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,335914779,ANUA PEACH 70 NIACIN SERUM 30ML,SKINCARE,ANUA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340474570,ANUA HEARTLEAF 77 SOOTHING TONER 250ML,SKINCARE,ANUA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340439601,ANUAHEARTLEAF QUERCETINOL PORE DEEP CLEANSING FOAM 150ML,SKINCARE,ANUA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340469575,ANUA NIACINAMIDE10 TXA 4 30ML RENEWAL,SKINCARE,ANUA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340464614,ANUA PEACH 77 NIACIN ESSENCE TONER 250ML,SKINCARE,ANUA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340444600,ANUA HEARTLEAF 70 INTENSE CALMING CREAM 50ML,SKINCARE,ANUA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,335914775,BEAUTY OF JOSEON GLOW SERUM,SKINCARE,BEAUTY OF JOSEON,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,335870028,BEAUTY OF JOSEON RELIEF SUN RICE PROBIOTICS,SKINCARE,BEAUTY OF JOSEON,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340474569,BEAUTY OF JOSEON DYNASTY CREAM,SKINCARE,BEAUTY OF JOSEON,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340464619,BEAUTY OF JOSEON GINSENG CLEANSING OIL,SKINCARE,BEAUTY OF JOSEON,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340464613,BEAUTY OF JOSEON GREEN PLUM REFRESHING TONER AHA BHA,SKINCARE,BEAUTY OF JOSEON,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340444598,BEAUTY OF JOSEON REVIVE EYE SERUM GINSENG RETINAL,SKINCARE,BEAUTY OF JOSEON,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340479568,BEAUTY OF JOSEON MATTE SUN STICK MUGWORT CAMELIA,SKINCARE,BEAUTY OF JOSEON,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340474566,BEAUTY OF JOSEON GROUND RICE AND HONEY GLOW MASK 150ML,SKINCARE,BEAUTY OF JOSEON,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340514711,BIODANCE BIO-COLLAGEN REAL DEEP MASK 4EA,SKINCARE,BIODANCE,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340549563,BIODANCE HYDRO CERA-NOL REAL DEEP MASK 4EA,SKINCARE,BIODANCE,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340554564,DR ALTHEA 147 BARRIER CREAM 50ML,SKINCARE,DR ALTHEA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340479567,K-SECRET SEOUL 1988 ESSENCE SNAIL MUCIN 97 RICE,SKINCARE,K SECRET,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340484565,K-SECRET SEOUL 1988 SERUM  RETINAL LIPOSOME 2 BLACK GINSENG,SKINCARE,K SECRET,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340474565,K-SECRET SEOUL 1988 SUN PINE TREE CERAMIDE,SKINCARE,K SECRET,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340464622,K-SECRET SEOUL 1988 CLEANSING FOAM PINE CICA 1 PROBIOTICS,SKINCARE,K SECRET,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340474568,K-SECRET SEOUL1988 CREAM RETINAL LIPOSOME 1 FERMENTED RICE,SKINCARE,K SECRET,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340484563,K-SECRET SEOUL 1988 CREAM SNAIL MUCIN 93 RICE,SKINCARE,K SECRET,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340479566,K-SECRET SEOUL 1988 EYE CREAM RETINAL LIPOSOME 4 FERMENTED BEAN,SKINCARE,K SECRET,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340549570,SKIN1004 MADAGASCAR CENTELLA AMPOULE 185 FL OZ 55 ML,SKINCARE,SKIN1004,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340554566,SKIN1004 MADAGASCAR CENTELLA LIGHT CLEANSING OIL,SKINCARE,SKIN1004,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340549571,SKIN1004 MADAGASCAR CENTELLA AIR-FIT SUNCREAM PLUS SPF50 PA,SKINCARE,SKIN1004,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,220196968,MOVYDIA 200MG CAPS 30S,PHARMACY,MOVYDIA,NO RETURN / NO REPLACEMENT,MODERN PHARMACY,,
,,340554563,SKIN1004 MADAGASCAR CENTELLA HYALU-CICA WATER-FIT SUN SERUM 50ML,SKINCARE,SKIN1004,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340559564,MADAGASCAR CENTELLA AMPOULE 100ML,SKINCARE,SKIN1004,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340514712,VT COSMETICS VT REEDLE SHOT 100,SKINCARE,VT COSMETICS,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340549568,VT COSMETICS VT REEDLE SHOT 300,SKINCARE,VT COSMETICS,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,340549569,VT COSMETICS VT REEDLE SHOT 700,SKINCARE,VT COSMETICS,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,341234727,ANUA PEACH 77% NIACIN ENRICHED CREAM 50ML,SKINCARE,ANUA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,341239809,DR. ALTHEA 345 RELIEF CREAM,SKINCARE,DR ALTHEA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,341209677,SKIN1004 MADAGASCAR CENTELLA SOOTHING CREAM 75ML,SKINCARE,SKIN1004,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,335885197,ANUA HEARTLEAF 77 SOOTHING TONER 250ML,SKINCARE,ANUA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,342200305,ANUA HEARTLEAF 77% CLEAR PAD 160ML,SKINCARE,ANUA,3 MONTHS BEFORE EXPIRY DATE,AJA INTERNATIONAL GENERAL TRADING LLC,,
,,331599061,CREAON 10000IU CAP 100S,PHARMACY,CREAON,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220195682,BRUFEN RAPID 400MG 20S,GSL,BRUFEN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220216336,BRUFEN 400MG TAB 30S,GSL,BRUFEN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220233025,BRUFEN 600 MG TAB 30S,GSL,BRUFEN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220201540,BRUFEN SYRUP 200ML,PHARMACY,BRUFEN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220224441,BRUFEN 600ML GRANULES 20S,PHARMACY,BRUFEN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220227403,BRUFEN RETARD 800MG TAB 20S,PHARMACY,BRUFEN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220156615,BRUFEN SYRUP 100ML,CHILDRENS HEALTH,BRUFEN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220154095,ENO ORANGE 10 SACHETS,GSL,ENO,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220163989,ENO LEMON 10 SACHETS,GSL,ENO,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220171490,ENO FRUIT REG SACH 10S,GSL,ENO,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,131137619,PANA NATURAL LOZENGES RASPBERRY FLAVOUR 16S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,130162252,PANA NATURAL COUGH SYRUP 128G,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220002562,PANADOL ADVANCE TAB 96S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220222187,PANADOL ADVANCE 48S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220222990,PANADOL ACTIFAST 20S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220224231,PANADOL EXTRA OPTIZORB 72S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220226309,PANADOL EXTRA OPTIZORB 48S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220226319,PANADOL MIGRAINE 24S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220229737,PANADOL JOINT CAPLETS 24S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220229947,PANADOL EXTRA OPTIZORB 24S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220058021,PANADOL CF VAPOUR RELEASE POWDER 10S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220236078,PANADOL ADVANCE 24S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,331409286,PANA COUGH WET COUGH & COLD SYRUP 200ML,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220217193,PANADOL COLD  FLU CAPLETS 24S,GSL,PANTOZOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220223268,PANADOL COLD  FLU ALL IN ONE 24S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220231556,PANADOL SINUS 24 CAPLETS,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220231943,PANADOL NIGHT TABLETS 24S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220236252,PANADOL COLD  FLU DAY 24S,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220219715,PANADOL BABYINFANT SUSP 100ML,CHILDRENS HEALTH,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220223167,PANADOL CHILDREN ELIXIR 5 PLUS 100ML,CHILDRENS HEALTH,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220232656,TUMS EXTRA STRENGTH 750 ASSORTED FRUITS 48S,GSL,TUMS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,338739712,PANADOL NIGHT CAPLET 24S+COMPLIMENTARY EYE MASK,GSL,PANADOL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220219203,OPTREX EYE LOTION 110ML,EYE/EAR CARE,OPTREX,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220222785,OPTREX EYE DROPS 10ML,EYE/EAR CARE,OPTREX,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220223309,NUROFEN COLD  FLU TABLETS 24S,GSL,NUROFEN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220225819,NUROFEN CHILDREN 100MG5ML,CHILDRENS HEALTH,NUROFEN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220158561,STREPSILS INTENSIVE,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220218547,STREPSILS COOL LOZ 16S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220219592,STREPSILS LEMON SUGAR FREE LOZENGES 16S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220224641,STREPSILS SORE THROAT  BLOCKED NOSE MENTHOL 36S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220225664,STREPSILS EXTRA BLACKCURRANT LOZ 24S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220226951,STREPSILS LEMON SUGAR FREE LOZ 36S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220228166,STREPSILS HONEY  LEMON LOZ 36S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220228965,STREPSILS MENTHOL LOZENGES 24S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220229679,STREPSILS STRAWBERRY SUGAR FREE 16S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220230325,STREPSILS EXTRA BLACKCURRANT LOZ 36S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220230944,STREPSILS WARM GINGER LOZ 16S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220232390,STREPSILS ORG WITH VITAMIN C 36S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220210288,THAI CRYSTAL WIDE STICK DEODORANT 70GM,DEODORANTS,THAI CRYSTAL,NO RETURN / NO REPLACEMENT,AL JAMAL,,
,,220210354,THAI CRYSTAL DEODORANT MINI STICK 60GM,DEODORANTS,THAI CRYSTAL,NO RETURN / NO REPLACEMENT,AL JAMAL,,
,,220210597,THAI CRYSTAL DEODORANT ROLLON,DEODORANTS,THAI CRYSTAL,NO RETURN / NO REPLACEMENT,AL JAMAL,,
,,220210616,THAI CRYSTAL DEODORANT MIST SPRAY 240ML,DEODORANTS,THAI CRYSTAL,NO RETURN / NO REPLACEMENT,AL JAMAL,,
,,220210723,THAI CRYSTAL DEODORANT STICK 120GM,DEODORANTS,THAI CRYSTAL,NO RETURN / NO REPLACEMENT,AL JAMAL,,
,,220233417,STREPSILS ORANGE WITH VITC LOZ 24S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220233584,STREPSILS HONEY  LEMON LOZENGES 24S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,336237976,STREPSILS EXTRA HONEY AND LEMON 36S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,336252726,STREPSILS EXTRA HONEY AND LEMON 24S,GSL,STREPSILS,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220152918,ALDACTONE 100MG TAB 10S,PHARMACY,ALDACTONE,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220228456,OPTIVE FUSION UD VIALS 30X04ML,EYE/EAR CARE,OPTIVE,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220158712,CARDURA 4MG TAB 20S,PHARMACY,CARDURA,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220159766,CELEBREX 200MG CAPS 30S,PHARMACY,CELEBREX,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220155346,CELEBREX 100MG CAP 20S,PHARMACY,CELEBREX,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220157187,DALACIN VAGINAL OVULES 3S,PHARMACY,DALACIN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220158949,DALACIN C 300MG CAPSULES 16S,PHARMACY,DALACIN C,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220162291,DALACIN C 150MG CAPSULES 16S,PHARMACY,DALACIN C,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220161317,DIFLUCAN 50MG CAPS 7S,PHARMACY,DIFLUCAN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220172227,DYNAMOGEN APPETIZER ORAL SLTN 20AMP,PHARMACY,DYNAMOGEN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220224018,EBASTEL 10MG 20 TABLETS,PHARMACY,EBASTEL,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220158960,CELEBREX 200MG CAP 10S,PHARMACY,CELEBREX,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220161531,DIFLUCAN 150MG CAPSULES 1S,PHARMACY,DIFLUCAN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220223854,ELTROXIN 50MCG TABS 100S,PHARMACY,ELTROXIN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220232882,ELTROXIN 100MCG TABS 100S,PHARMACY,ELTROXIN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
05016007202359,,220002558,FML LIQUIFILM 5ML,PHARMACY,FML,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220219261,PRED FORTE 1 EYE DROPS 5ML,PHARMACY,PRED FORTE,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220156071,NORVASC 5MG CAPSULES 30S,PHARMACY,NORVASC,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220219805,OFLOX EYE DROPS 5ML,PHARMACY,OFLOX,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220171263,PONSTAN FORTE TAB 20S,PHARMACY,PONSTAN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220169892,VIAGRA 50MG TABLETS 4S,PHARMACY,VIAGRA,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
00840149658430,,220153086,VIAGRA 100MG 4S,PHARMACY,VIAGRA,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220164038,VIBRAMCIN 100MG CAPSULES 10S,PHARMACY,VIBRAMCIN,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220170584,VIAGRA 50 MG 12S TAB,PHARMACY,VIAGRA,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220172021,VIAGRA 50 MG 30S TAB,PHARMACY,VIAGRA,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220157676,ZITHROMAX 250MG CAPSULES 6S,PHARMACY,ZITHROMAX,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220153258,ZITHROMAX 900MG SUSP 225ML,PHARMACY,ZITHROMAX,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220170917,ZYLORIC 100MG TAB 50S,PHARMACY,ZYLORIC,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220222296,ZYLORIC TABLETS 300MG 28S,PHARMACY,ZYLORIC,NO RETURN / NO REPLACEMENT,AKAB MEDICAL SUPPLIES,,
,,220185497,ALCON TEARS NATURALII EYE DRP 15ML,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,220197688,V ALCON FRESHLOOK MONTHLY COLOR LENSES BROWN 2PCS,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,220197731,V ALCON FRESHLOOK MONTHLY COLOR LENSES PURE HAZEL 2PCS,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,220197757,V ALCON FRESHLOOK MONTHLY COLOR LENSES GREEN 2PCS,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,220197800,V ALCON FRESHLOOK MONTHLY COLOR LENSES HONEY 2PCS,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,220197821,V ALCON FRESHLOOK DAILY COLOR LENSES GREEN 10PCS,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,220197827,V ALCON FRESHLOOK MONTHLY COLOR LENSES STERLING GRAY 2PCS,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,220197865,V ALCON FRESHLOOK MONTHLY COLOR LENSES MISTY GRAY 2PC,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,220197956,V ALCON FRESHLOOK MONTHLY COLOR LENSES GRAY 2PCS,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,220197981,V ALCON FRESHLOOK DAILY COLOR LENSES GRAY 10PCS,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,220198115,V ALCON FRESHLOOK DAILY COLOR LENSES BLUE 10PCS,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,220198219,V ALCON FRESHLOOK DAILY COLOR LENSES PURE HAZEL 10PCS,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,220227503,ALCON OPTIFREE PUREMOIST 300ML,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,274465631,OPTIFREE PUREMOIST 120ML,EYE/EAR CARE,ALCON,NO RETURN / NO REPLACEMENT,AL AMIN MEDICAL INSTRUMENTS (LLC),,
,,342249584,LAPERVA MAGNESIUM,VITAMINS/MINERALS/SUPPLEMENTS,LAPERVA,3 MONTHS BEFORE EXPIRY DATE,AL AROOBA,,
,,,BISGLYCINATE 400MG VCAPS 60S,,,,,,
,,335929912,MOUNJARO KWIKPEN 7.5MG/0.6ML 3ML,PHARMACY,MOUNJARO,NO RETURN / NO REPLACEMENT,AL AROOBA,,
,,335929913,MOUNJARO KWIKPEN 12.5MG/0.6ML 3ML,PHARMACY,MOUNJARO,NO RETURN / NO REPLACEMENT,AL AROOBA,,
,,335891105,MOUNJARO KWIKPEN 15MG/0.6ML 3ML,PHARMACY,MOUNJARO,NO RETURN / NO REPLACEMENT,AL AROOBA,,
